Organization,Active,License,UBI,Type,Address,Address Line 2,City,State,County,Zip,CreateDate,DayPhone
FLOWER CURATOR,ACTIVE (ISSUED),415960,6.03432E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,2719 EAST ISAACS,,WALLA WALLA,WA,WALLA WALLA,993620000,20170717,5099568368
HIGHER LEAF MARIJUANA BOUTIQUE,ACTIVE (ISSUED),422218,6.03414E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,12525 WILLOWS RD NE STE 10,,KIRKLAND,WA,KING,980348735,20170518,4258205967
ISSAQUAH CANNABIS COMPANY,ACTIVE (ISSUED),414867,6.03356E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,230 NE JUNIPER ST STE#201,STE#201,ISSAQUAH,WA,KING,980272519,20171007,2069492124
MARY JANE,ACTIVE (ISSUED),415652,6.03478E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,13513 NE 126TH PL SUITE C,,KIRKLAND,WA,KING,980340000,20180119,4252996565
THCBD,ACTIVE (ISSUED),413131,6.03271E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,4310 E TRENT AVE,,SPOKANE,WA,SPOKANE,992120000,20180119,5097204633
PLATINUM LEAF SOCIETY,ACTIVE (ISSUED),412744,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2232 PORT OF TACOMA RD,,TACOMA,WA,PIERCE,984213607,20171117,8456161568
LEAVES OF GRASS,ACTIVE (ISSUED),416693,6.03354E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3902 10TH ST SE,,EAST WENATCHEE,WA,DOUGLAS,988029305,20171214,2069207731
COPPERHEAD FARM,ACTIVE (ISSUED),412078,6.03325E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,105 MILL ST,,PRESCOTT,WA,WALLA WALLA,993489762,20170901,5414102718
MEDUSA GARDENS,PENDING (ISSUED),412294,6.03347E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,22930 SE 384TH ST,STE A,ENUMCLAW,WA,KING,980226871,20171218,2063211531
GREEN ADVENTURES,ACTIVE (ISSUED),417216,6.0339E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1811 BAKER WAY,,KELSO,WA,COWLITZ,986265504,20180210,3606065944
ONE LOVE COLLECTIVE,ACTIVE (ISSUED),422107,6.03493E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,21236 84TH AVE S,,KENT,WA,KING,980320000,20180228,2062278088
THE POT SHOP BELLINGHAM,ACTIVE (ISSUED),420800,6.04034E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2119 LINCOLN STREET,,BELLINGHAM,WA,WHATCOM,982254147,20170831,3606710111
THE GREEN SURFER,ACTIVE (ISSUED),412445,6.03351E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,14110 E MT SPOKANE PK DR BLD B,,MEAD,WA,SPOKANE,990210000,20171205,5095996772
G&S GREENERY,ACTIVE (ISSUED),415986,6.03356E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,19321 63RD AVE NE STE A,,ARLINGTON,WA,SNOHOMISH,982230000,20180105,2069499645
POT STOP,ACTIVE (ISSUED),420819,6.03358E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,4465 FREMONT AVE N,,SEATTLE,WA,KING,981037225,20171128,2064469291
AMERIKAN WEED,ACTIVE (ISSUED),415619,6.03359E+15,MARIJUANA PROCESSOR,3223 C ST NE  UNIT 5,UNIT 5,AUBURN,WA,KING,980021720,20180226,2532503253
BILLIFER'S BAKED BUDS,ACTIVE (ISSUED),413913,6.03357E+15,MARIJUANA PRODUCER TIER 1,15026 E BREVIER RD SUITE A,,SPOKANE,WA,SPOKANE,992179600,20171214,5099446262
CANNAVAN,ACTIVE (ISSUED),426124,6.04054E+15,MARIJUANA TRANSPORTATION,3708 E QUEEN AVE,,SPOKANE,WA,SPOKANE,992176656,20180116,5095907990
SPEEDY WEED DELIVERY SERVICE,ACTIVE (ISSUED),423418,6.03566E+15,MARIJUANA TRANSPORTATION,5307 4TH AVE S,STE B & C,SEATTLE,WA,KING,981082225,20180118,2065486640
HIGHWATER FARMS,ACTIVE (ISSUED),412223,6.03172E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2400 W SKOKOMISH VALLEY RD,STE A,SHELTON,WA,MASON,985847402,20171205,3602293516
POTT ROAD MANUFACTURING,ACTIVE (ISSUED),413032,6.01968E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1911 W DOLARWAY RD STE C,,ELLENSBURG,WA,KITTITAS,989268339,20170717,8662634462
GREEN SOLUTION PLACE,ACTIVE (ISSUED),422504,6.0335E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1845 1ST ST,,CHENEY,WA,SPOKANE,990041966,20171007,2539732476
BLUE MOOSE,ACTIVE (ISSUED),412968,6.03343E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,19310 128TH AVE SE #B,,YELM,WA,THURSTON,985979619,20171014,2069635243
CELSS MICRO FARMS,ACTIVE (ISSUED),418295,6.03306E+15,MARIJUANA PROCESSOR,68705 N 132 PR NE,STE B,BENTON CITY,WA,BENTON,993208761,20170711,5094607723
LOCAL ROOTS MARIJUANA,ACTIVE (ISSUED),415222,6.03442E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,"212 W WINESAP RD STE 101, 102",,BOTHELL,WA,SNOHOMISH,980129210,20171002,4256737420
THE POTTING BENCH,ACTIVE (ISSUED),416545,6.02094E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,4326 LYONS HILL RD STE A,,SPRINGDALE,WA,STEVENS,991739728,20171227,3606724292
INLAND EMPIRE GROWING,ACTIVE (ISSUED),412760,6.03165E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,"13026 W MCFARLANE RD D3-2,D3-3",UNIT D3-2,AIRWAY HEIGHTS,WA,SPOKANE,990015099,20171130,5099445782
CANNABIS FACTORY 21,ACTIVE (ISSUED),422362,6.04014E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9409 NE HWY 99 SUITE B,,VANCOUVER,WA,CLARK,986658928,20170921,3608922878
ALL GREEN FARMS,ACTIVE (ISSUED),416330,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,7800 POSTMA RD #7,STE #7,MOXEE              42187,WA,YAKIMA,989360000,20171106,5099481157
GROW OP FARMS,ACTIVE (ISSUED),413287,6.03351E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,2611 N WOODRUFF RD STE B,,SPOKANE VALLEY,WA,SPOKANE,992064138,20171024,5092903301
GREEN MOUNTAIN GREEN,ACTIVE (ISSUED),416276,6.0261E+15,MARIJUANA PRODUCER TIER 1,2816 HEWITT AVE,,EVERETT,WA,SNOHOMISH,982013820,20180212,3605021932
SWEET JANE,ACTIVE (ISSUED),423829,6.0335E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9507 STATE ROUTE 302 NW # B,,GIG HARBOR,WA,PIERCE,983297102,20171109,2532457831
GREEN CYLINDER LABORATORIES,ACTIVE (ISSUED),416168,6.03454E+15,MARIJUANA PROCESSOR,1022 85TH AVE SE STE B,STE B,OLYMPIA,WA,THURSTON,985015707,20180203,3037209902
DIAMOND TREE,ACTIVE (ISSUED),416174,6.03552E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2524 N MACHIAS RD UNIT B,,LAKE STEVENS,WA,SNOHOMISH,982580000,20170828,2063216173
WASHINGTON SOURCE,ACTIVE (ISSUED),412220,6.03335E+15,MARIJUANA PRODUCER TIER 3,1120 S FAIRCHILD ST  STE B,STE B,MEDICAL LAKE,WA,SPOKANE,990220000,20171004,4254453704
KALI PRODUCTS,ACTIVE (ISSUED),416973,6.0339E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,2800 E ISAACS AVE  STE C,,WALLA WALLA,WA,WALLA WALLA,993622262,20180303,5096297370
LOCALS CANNA HOUSE,ACTIVE (ISSUED),414823,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9616 E SPRAGUE AVE,STE B,SPOKANE VALLEY,WA,SPOKANE,992060000,20171201,5092946552
RUCKUS,PENDING (ISSUED),413692,6.03417E+15,MARIJUANA RETAILER,1465 E REPUBLICAN ST,,SEATTLE,WA,KING,981124512,20180126,2063630930
THE BLACK MARKET,ACTIVE (ISSUED),353993,6.03348E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,428 10TH ST,,HOQUIAM,WA,GRAYS HARBOR,985500000,20180131,2535721500
OLD SCHOOL,ACTIVE (ISSUED),413377,6.03357E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3110 STANDARD RD STE B,,DEMING,WA,WHATCOM,982449104,20170909,3605950166
HOWLING DOG FARMS,ACTIVE (ISSUED),415821,6.03353E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,18 GOLDEN WILLOW LN,,OROVILLE,WA,OKANOGAN,988440000,20171102,2064061633
EDGEMONT GROUP LLC,ACTIVE (ISSUED),424340,6.03314E+15,MARIJUANA PROCESSOR,145 S HORTON ST STE 3D,,SEATTLE,WA,KING,981341869,20180301,2247153231
SYNCLINE NORTHWEST,ACTIVE (ISSUED),412844,6.03348E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,112 TUNNEL RD  STE A,,WHITE SALMON,WA,KLICKITAT,986728826,20171106,5418061573
THE SLOW BURN,ACTIVE (ISSUED),414996,6.03414E+15,MARIJUANA RETAILER,4278C W VAN GIESEN ST,,WEST RICHLAND,WA,BENTON,993535066,20170601,5093140968
GABRIEL,ACTIVE (ISSUED),415997,6.03358E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,29700 SE HIGH POINT WAY,,ISSAQUAH,WA,KING,980278886,20171128,4259853802
NORTHWEST FINEST,ACTIVE (ISSUED),416499,6.03547E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,13301 PINE CITY MALDEN RD,BLDG 1,SAINT JOHN,WA,WHITMAN,991719626,20171103,5096483207
PAPER AND LEAF,ACTIVE (ISSUED),414812,6.03351E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,8040 NE DAY RD W BLDG 3 STE 1,,BAINBRIDGE ISLAND,WA,KITSAP,981100000,20171106,2067807814
PACIFIC CANNA CLONES,ACTIVE (ISSUED),412994,6.03354E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,215 OCEAN BEACH RD STE A,,HOQUIAM,WA,GRAYS HARBOR,985509528,20180207,3605320500
CANNABIZ,ACTIVE (ISSUED),87932,6.03343E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1109 RIVER RD STE A,,PUYALLUP,WA,PIERCE,983713848,20170908,2532611850
THE EVANS GROUP,ACTIVE (ISSUED),417201,6.03471E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,9630 BLOMBERG ST SW,,OLYMPIA,WA,THURSTON,985120000,20171207,3607891635
NORTHWEST COLLECTIVE,ACTIVE (ISSUED),421490,6.03277E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9326 KIMMIE ST SW STE B,,OLYMPIA,WA,THURSTON,985129119,20180117,3609156071
RIO NINE ELEVEN,PENDING (ISSUED),413619,6.03356E+15,MARIJUANA PRODUCER TIER 3,2875 W 1ST ST   STE B,SUITE B,WARDEN,WA,GRANT,988570000,20180306,2067936364
HAPPY TRAILZ,ACTIVE (ISSUED),416744,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,26320 STERETT RD N,,DAVENPORT,WA,LINCOLN,991220000,20171230,2539851836
ARTIZEN CANNABIS COMPANY,ACTIVE (ISSUED),417105,6.03355E+15,MARIJUANA PROCESSOR,2260 WILLAMETTE DR NE STE C,,LACEY,WA,THURSTON,985160000,20180105,2063174419
GREEN LABS,ACTIVE (ISSUED),413076,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,45 RAYMOND SOUTH BEND RD STE A,,SOUTH BEND,WA,PACIFIC,985860000,20171130,4259220948
BLACK MARKET MUSIC,ACTIVE (ISSUED),425416,6.0326E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,23095 BAIRD SPRINGS RD NW #A,,QUINCY,WA,GRANT,988489637,20180103,2064341570
THE WEED SHOP,ACTIVE (ISSUED),422457,6.03573E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,25171 SR 525,#2,GREENBANK,WA,ISLAND,982530000,20180118,4252603482
TERPCO,ACTIVE (ISSUED),416131,6.03526E+15,MARIJUANA PRODUCER TIER 2,4380 KAWECKI RD STE C,STE C,MALAGA,WA,CHELAN,988280000,20170906,5037574714
SNOWCREST,ACTIVE (ISSUED),417291,6.03359E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,2121 ST FRANCIS LN,,VANCOUVER,WA,CLARK,986601060,20180306,3609771978
KITTITAS VALLEY RANCH,ACTIVE (ISSUED),415861,6.03357E+15,MARIJUANA PRODUCER TIER 3,6160 NO 81 RD,,ELLENSBURG,WA,KITTITAS,989266689,20171230,3605687610
OCEAN GROWN GARDENS,ACTIVE (ISSUED),413459,6.03355E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,29122 CEDAR PONDS RD #A,,MONROE,WA,SNOHOMISH,982729399,20170215,4257539868
HAPPY VALLEY FARMS,ACTIVE (ISSUED),412567,6.03456E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5373 GUIDE MERIDIAN  STE D-11,,BELLINGHAM,WA,WHATCOM,982267418,20171227,3603320911
FILLABONG,ACTIVE (ISSUED),79720,6.0356E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3249 PERRY AVE,SUITE B,BREMERTON,WA,KITSAP,983105371,20171024,3604432293
MOUNTAIN HIGH GARDEN,ACTIVE (ISSUED),415955,6.02948E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,28505 112TH ST E # A,,BUCKLEY,WA,PIERCE,983219265,20171223,2069477887
CANNASEUR'S CHOICE,PENDING (ISSUED),416908,6.03349E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,2900 LIND AVE SW STE A,,RENTON,WA,KING,980570000,20180119,2067953505
CURIOUS VENTURES,ACTIVE (ISSUED),416675,6.03273E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,9622 AURORA AVE NORTH   STE C,STE C,SEATTLE,WA,KING,981033221,20180301,2066180266
AGRO TECHNIC,ACTIVE (ISSUED),412266,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD Q,STE Q,OTHELLO,WA,ADAMS,993440000,20171027,2066692446
SINSEMILLA,ACTIVE (ISSUED),422561,6.03341E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,2916 STATE ST STE 304,,EVERETT,WA,SNOHOMISH,982013842,20171012,2068527089
SATORI,ACTIVE (ISSUED),414664,6.03349E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9301 N DIVISION ST STE B-C,,SPOKANE,WA,SPOKANE,992181254,20171102,5099947051
WICKED DELIGHTS,ACTIVE (ISSUED),407575,6.03359E+15,MARIJUANA PROCESSOR,2810 E SPENCER LAKE RD  STE A,STE A,SHELTON,WA,MASON,985840000,20171227,3607901031
BACONS BUDS,ACTIVE (ISSUED),412288,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,181 KATIES LN SUITE B,,WASHOUGAL,WA,SKAMANIA,986717397,20171130,3608371713
OPTIMUM EXTRACTS,ACTIVE (ISSUED),416911,6.03475E+15,MARIJUANA PROCESSOR,3402 C ST NE #109,,AUBURN,WA,KING,980021728,20180126,8064583868
GREEN THUMB GARDENS,ACTIVE (ISSUED),416583,6.03379E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,13421 WILSON CREEK RD,,ELLENSBURG,WA,KITTITAS,989265575,20180306,5093044260
TERPENE TRANSIT,ACTIVE (ISSUED),426061,6.04015E+15,MARIJUANA TRANSPORTATION,3921 SPUR RIDGE LN,,BELLINGHAM,WA,WHATCOM,982261227,20180102,5092801655
CHENEY HYDROPONICS,ACTIVE (ISSUED),412858,6.0334E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1618 WILLOW ST,,CHENEY,WA,SPOKANE,994040000,20171228,5094990595
R&B GROUP,ACTIVE (ISSUED),412615,6.03344E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3601 W MARGINAL WAY SW #2,,SEATTLE,WA,KING,981061142,20171122,2065957656
SWEET RELEAF,ACTIVE (ISSUED),413385,6.0358E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,14637 STATE ROUTE 20,,MOUNT VERNON,WA,SKAGIT,982737276,20180126,2069621025
CANNABLYSS,ACTIVE (ISSUED),415575,6.0336E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2705 HARTFORD DR STE A,,LAKE STEVENS,WA,SNOHOMISH,982589204,20171107,4253277529
SOLSTICE CON,ACTIVE (ISSUED),412340,6.03133E+15,MARIJUANA PROCESSOR,640 S SPOKANE ST,SUITE E,SEATTLE,WA,KING,981342225,20170902,2066128559
BIOCHRON,ACTIVE (ISSUED),416641,6.03467E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,10211 S SPOTTED ROAD,SUITE A,CHENEY,WA,SPOKANE,990040000,20180124,5099798724
ROOT DOWN,ACTIVE (ISSUED),412273,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3830 E BOONE AVE,,SPOKANE,WA,SPOKANE,992024505,20171013,5094755858
OGO INDUSTRIES,PENDING (ISSUED),419494,6.03352E+15,MARIJUANA PRODUCER TIER 3,2405 50TH AVE SW,,TUMWATER,WA,THURSTON,985128007,20180110,4253105260
APEX CANNABIS,ACTIVE (ISSUED),422447,6.03326E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,21502 E GILBERT RD,,OTIS ORCHARDS,WA,SPOKANE,990279241,20180116,5094990646
TOPP VALLEY GROWERS,ACTIVE (ISSUED),412369,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,303 OLD MCCOY RD,,TOPPENISH,WA,YAKIMA,989489314,20171118,5093140708
TPCB VENTURES,ACTIVE (ISSUED),421099,6.02951E+15,MARIJUANA PROCESSOR,2700 4TH AVE S STE B-2,STE B-2,SEATTLE,WA,KING,981340000,20171027,2066501023
FORBIDDEN FARMS,ACTIVE (ISSUED),412275,6.03345E+15,MARIJUANA PRODUCER TIER 3,421 SE SELLS DR SUITE A,,SHELTON,WA,MASON,985847790,20171027,2538203904
JVARD,ACTIVE (ISSUED),412900,6.00498E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5901 OLD THORNTON HWY STE A,,THORNTON,WA,WHITMAN,991769765,20171201,5094783007
COVINGTON MEADOWS,ACTIVE (ISSUED),412665,6.00562E+15,MARIJUANA PRODUCER TIER 3,9326 NEPPEL RD NE SUITE A,,MOSES LAKE,WA,GRANT,988370000,20170608,2068194526
CANNAZONE,ACTIVE (ISSUED),421813,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5655 GUIDE MERIDIAN STE B,SUITE B,BELLINGHAM,WA,WHATCOM,982269722,20171223,8602092288
PACIFIC GLO,ACTIVE (ISSUED),422928,6.03481E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,7721 MARSH RD,,SNOHOMISH,WA,SNOHOMISH,982965901,20180213,4253591090
PYRAMID GREEN HOUSES,ACTIVE (ISSUED),412587,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,425 W KING TUT RD STE A,,BELLINGHAM,WA,WHATCOM,982269627,20171202,3602019648
LILLY OF THE VALLEY GARDENS,ACTIVE (ISSUED),412516,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,34 YARNELL RD STE A,,TONASKET,WA,OKANOGAN,988559303,20180104,5094860933
WHITE STAR,ACTIVE (ISSUED),416579,6.03342E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,12307 VAIL CUTOFF RD SE STE A,,RAINIER,WA,THURSTON,985769660,20171002,3604467267
EH FARMS,ACTIVE (ISSUED),416016,6.03359E+15,MARIJUANA PRODUCER TIER 2,3143 GOLDIE RD,,OAK HARBOR,WA,ISLAND,982770000,20180131,2068867155
GRASSROOTS PHARM,ACTIVE (ISSUED),417303,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,"2604 WILLAMETTE DR NE #A,B,C","STE A,B,C",LACEY,WA,THURSTON,985160000,20180109,4258030100
PACIFIC CROWN CULTIVATION,ACTIVE (ISSUED),415811,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,9021 PRATHER RD SW,,CENTRALIA,WA,THURSTON,985319716,20171201,9376207736
THE FAMILY BIZ,ACTIVE (ISSUED),417218,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,831 WASHINGTON 7 STE B,,TONASKET,WA,OKANOGAN,988550000,20180205,2536704718
JSM NISQUALLY,ACTIVE (ISSUED),416584,6.03358E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,10333 LAKE CITY WAY,STE 201,SEATTLE,WA,KING,981257737,20180105,2067951518
NORTHWESTPEARL,ACTIVE (ISSUED),413097,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,340 E MILLWRIGHT RD BLDG A,STE A,SHELTON,WA,MASON,985848253,20171219,7072279932
HIGH 502,ACTIVE (ISSUED),421726,6.03153E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,429 STATE HIGHWAY 506,,TOLEDO,WA,LEWIS,985910000,20171109,2532731260
THC OF OLYMPIA,ACTIVE (ISSUED),368015,6.04047E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5628 OLD HWY 410 SW STE A,STE A,OLYMPIA,WA,THURSTON,985129422,20180228,3605616364
DOC CROC,ACTIVE (ISSUED),414045,6.0335E+15,MARIJUANA PROCESSOR,1132 NW STATE AVE STE C,STE C,CHEHALIS,WA,LEWIS,985320000,20171024,3604864860
HIGH STANDARD BRAND,ACTIVE (ISSUED),412397,6.00646E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,195 WHITETAIL WAY UNIT C,,CHELAN,WA,CHELAN,988160000,20171121,5096799668
BONANZA BUDS,ACTIVE (ISSUED),422930,6.03434E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1215 N LAKE SAMISH DR UNIT 1,,BELLINGHAM,WA,WHATCOM,982299310,20171003,2532123746
OPEN SKY FARMS,ACTIVE (ISSUED),416450,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,99 GREENACRES RD  LOT D,LOT D,RIVERSIDE,WA,OKANOGAN,988499625,20171205,4072344453
ELEMENT,ACTIVE (ISSUED),419287,6.03346E+15,MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD P,STE P,OTHELLO,WA,ADAMS,993440000,20171109,4259415373
TOP SHELF CANNABIS,ACTIVE (ISSUED),414256,6.03351E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3863 HANNEGAN RD,,BELLINGHAM,WA,WHATCOM,982269103,20171204,3602243735
LLV GREEN,ACTIVE (ISSUED),423357,6.03456E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,7906 N CANYON VIEW DR NE,,BENTON CITY,WA,BENTON,993205011,20171208,5097278103
THE WASHINGTON STATE CANNABIS GROUP,ACTIVE (ISSUED),421658,6.03039E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,8606 PRESTON FALL CITY RD SE,,PRESTON,WA,KING,980500000,20171010,2063807824
BELLINGHAM BUD CO.,ACTIVE (ISSUED),424777,6.03346E+15,MARIJUANA PRODUCER TIER 1,9895 PADILLA HEIGHTS RD,BLDG 2 UNIT 10 & 12,ANACORTES,WA,SKAGIT,982218696,20171115,5102990992
AG GROW,ACTIVE (ISSUED),412557,6.03482E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3472 PULLMAN AIRPORT RD STE A,,PULLMAN,WA,WHITMAN,991630000,20180302,2066691690
FORTY TO FIVE FARMS,ACTIVE (ISSUED),413014,6.04031E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5805 E SHARP AVE UNIT C-8,,SPOKANE VALLEY,WA,SPOKANE,992120948,20170612,5092167811
DID CROPS,ACTIVE (ISSUED),426018,6.03358E+15,MARIJUANA PROCESSOR,7182 ROAD 16 NE F1,,MOSES LAKE,WA,GRANT,988379325,20180531,2535093665
ORGROW,ACTIVE (ISSUED),412784,6.03355E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,503 W PROSPECT RD  STE A,STE A,MOXEE,WA,YAKIMA,989369810,20171116,5094532244
GOLDEN LEAF,ACTIVE (ISSUED),416548,6.02663E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,56603 N SR 225 NW,,BENTON CITY,WA,BENTON,993209656,20171213,5094300260
509 DA KINE,ACTIVE (ISSUED),412599,6.03347E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,19 GUN CLUB RD STE A,,BREWSTER,WA,DOUGLAS,988129631,20171013,5096860178
THE GREEN COMPANY,ACTIVE (ISSUED),412403,6.03277E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,38 APPLE JACK RD,STE A,TONASKET,WA,OKANOGAN,988559792,20180303,5099931023
FARMING FULL CIRCLE,ACTIVE (ISSUED),412254,6.0334E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,7508 108TH ST NE  STE B,,MARYSVILLE,WA,SNOHOMISH,982717620,20170906,4258706385
WAGROWN,ACTIVE (ISSUED),416170,6.0336E+15,MARIJUANA PRODUCER TIER 3,1578 MOORE ST  STE C,STE C,SEDRO WOOLLEY,WA,SKAGIT,982847523,20171123,2068171563
PHARLEADS,ACTIVE (ISSUED),416383,6.03351E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,14319 BINGHAM AVE E,STE A,TACOMA,WA,PIERCE,984460000,20171114,2543387462
SALMON CREEK SINSEMILLA,ACTIVE (ISSUED),413341,6.0335E+15,MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD C1,STE C1,OTHELLO,WA,ADAMS,993440000,20171027,3606870303
12/12 GARDENS,ACTIVE (ISSUED),417272,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3104 234TH ST E UNIT A,UNIT A,SPANAWAY,WA,PIERCE,983877472,20180112,2533507952
